orth;seqname;start;end;strand
ASTE004718;scaffold_00084;252674;252701;-
NA;NA;NA;NA;NA
ASTE004734;scaffold_00084;101139;101280;-
ASTE004737;scaffold_00084;40988;43911;+
ASTE014534;scaffold_00084;640888;641093;+
ASTE014535;scaffold_00084;486638;486709;+
ASTE014536;scaffold_00084;7442;7609;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE009814;scaffold_00074;53189;53296;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE009823;scaffold_00074;141355;141579;-
ASTE009818;scaffold_00074;125397;125476;-
ASTE009822;scaffold_00074;138077;138184;-
ASTE009821;scaffold_00074;133815;133895;+
ASTE009817;scaffold_00074;122060;122092;-
ASTE009825;scaffold_00074;169169;169234;-
ASTE009827;scaffold_00074;173400;176291;-
ASTE009832;scaffold_00074;197340;197398;+
ASTE009824;scaffold_00074;148455;152302;-
ASTE009831;scaffold_00074;193821;196645;-
NA;NA;NA;NA;NA
ASTE009826;scaffold_00074;170426;170474;+
ASTE009829;scaffold_00074;181574;181840;+
ASTE009841;scaffold_00074;252751;252855;+
ASTE009851;scaffold_00074;382461;382563;+
ASTE009847;scaffold_00074;328460;328495;+
ASTE009854;scaffold_00074;433524;433740;-
ASTE015881;scaffold_00061;15487;16257;+
ASTE009861;scaffold_00074;526332;526344;-
ASTE009864;scaffold_00074;603971;604130;+
NA;NA;NA;NA;NA
ASTE009870;scaffold_00074;824419;824723;+
NA;NA;NA;NA;NA
ASTE009830;scaffold_00074;190114;190233;+
ASTE009838;scaffold_00074;234189;234249;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE009836;scaffold_00074;226166;226280;+
ASTE009852;scaffold_00074;392144;392558;+
NA;NA;NA;NA;NA
ASTE009853;scaffold_00074;411263;411380;+
ASTE009862;scaffold_00074;531736;531863;-
NA;NA;NA;NA;NA
ASTE009813;scaffold_00074;47310;48617;-
ASTE009820;scaffold_00074;132516;133316;-
ASTE009816;scaffold_00074;118922;119149;-
ASTE009828;scaffold_00074;178101;179834;+
ASTE009837;scaffold_00074;231055;232169;+
ASTE009845;scaffold_00074;308380;308712;+
ASTE009835;scaffold_00074;226166;226280;+
ASTE009840;scaffold_00074;251135;252463;-
ASTE009848;scaffold_00074;331502;331554;-
ASTE009846;scaffold_00074;322414;322447;+
ASTE009850;scaffold_00074;359704;359778;+
ASTE009856;scaffold_00074;445127;445147;-
ASTE009855;scaffold_00074;434522;435199;+
ASTE009858;scaffold_00074;473147;473728;+
ASTE009859;scaffold_00074;497942;498550;+
ASTE009863;scaffold_00074;596365;597837;+
ASTE009865;scaffold_00074;607944;609134;-
ASTE009866;scaffold_03496;646;1101;+
NA;NA;NA;NA;NA
ASTE009872;scaffold_00074;840633;840858;+
ASTE015959;scaffold_00002;4206847;4207161;+
ASTE009819;scaffold_00074;130706;131704;+
ASTE009833;scaffold_00074;206862;207079;+
ASTE009842;scaffold_00074;277880;279058;-
ASTE009843;scaffold_00074;289151;289240;+
NA;NA;NA;NA;NA
ASTE009868;scaffold_00074;652758;652852;+
ASTE015083;scaffold_00074;106179;106248;-
ASTE015087;scaffold_00074;192221;193210;+
ASTE015084;scaffold_00074;153218;153915;+
ASTE015085;scaffold_00074;169169;169234;-
ASTE015086;scaffold_00074;169169;169234;-
ASTE015088;scaffold_00074;229453;229612;+
ASTE015089;scaffold_00074;286181;286425;-
ASTE015090;scaffold_00074;357958;358099;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE015093;scaffold_00074;803194;803393;+
NA;NA;NA;NA;NA
ASTE011786;scaffold_00238;1344;1634;+
ASTE002727;scaffold_00011;2994170;2994409;+
ASTE002728;scaffold_00011;3005833;3006015;-
ASTE002729;scaffold_00011;3005833;3006015;-
ASTE002732;scaffold_00011;3037592;3037843;+
ASTE002748;scaffold_00183;77454;78296;+
ASTE002751;scaffold_00129;266937;267311;+
ASTE002755;scaffold_00129;233947;234188;+
ASTE002761;scaffold_00129;171494;172750;-
ASTE002766;scaffold_01364;935;1188;+
ASTE002724;scaffold_00011;2980857;2981142;+
ASTE002747;scaffold_00183;77454;78296;+
ASTE002714;scaffold_00011;2858031;2858409;+
ASTE002715;scaffold_00011;2871885;2872198;+
ASTE002718;scaffold_00011;2883516;2883749;+
NA;NA;NA;NA;NA
ASTE002720;scaffold_00011;2922074;2922097;+
ASTE002721;scaffold_00011;2928135;2928304;-
ASTE002730;scaffold_00011;3027025;3027379;+
ASTE002726;scaffold_00011;2993049;2993184;-
ASTE002733;scaffold_00011;3102402;3102588;+
NA;NA;NA;NA;NA
ASTE002746;scaffold_00183;70705;70749;-
ASTE002736;scaffold_00183;27037;27232;-
ASTE002739;scaffold_00183;36943;37152;-
ASTE002741;scaffold_00183;53458;54813;-
ASTE002737;scaffold_00183;27571;27743;+
ASTE002740;scaffold_00183;48874;49036;+
ASTE002742;scaffold_00183;55330;56705;+
ASTE002743;scaffold_00183;58919;59087;+
ASTE002752;scaffold_00129;254060;254148;-
ASTE002754;scaffold_00129;233947;234188;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE002756;scaffold_00129;224169;224524;+
ASTE002759;scaffold_00129;182230;182416;-
ASTE002760;scaffold_00129;182230;182416;-
ASTE002762;scaffold_00129;168493;168674;+
ASTE002757;scaffold_00129;190548;190572;-
NA;NA;NA;NA;NA
ASTE002716;scaffold_00011;2876248;2876364;-
ASTE002719;scaffold_00011;2890094;2890435;-
NA;NA;NA;NA;NA
ASTE002725;scaffold_00011;2990600;2990830;-
ASTE002731;scaffold_00011;3033740;3036256;-
ASTE002722;scaffold_00011;2958499;2958667;+
ASTE002745;scaffold_00183;58919;59087;+
ASTE002735;scaffold_00183;21808;21921;+
ASTE002738;scaffold_00183;30461;33106;+
ASTE002753;scaffold_00129;233947;234188;+
ASTE002758;scaffold_00129;190548;190572;-
ASTE002763;scaffold_00129;139996;140122;+
ASTE002764;scaffold_00129;139996;140122;+
ASTE014310;scaffold_00129;95358;95413;+
ASTE014311;scaffold_00129;28723;28809;+
ASTE007797;scaffold_00010;2986062;2986463;-
ASTE007800;scaffold_00010;2996536;2997255;+
NA;NA;NA;NA;NA
ASTE007804;scaffold_00010;3009729;3010226;+
ASTE007810;scaffold_00010;3038272;3038765;-
ASTE007813;scaffold_00010;3057083;3058141;+
ASTE007832;scaffold_00010;3371728;3371823;+
ASTE007835;scaffold_00010;3427605;3427677;+
ASTE007840;scaffold_00010;3435899;3436156;-
ASTE007845;scaffold_00010;3472040;3472128;+
ASTE007849;scaffold_00069;944754;944781;-
ASTE007848;scaffold_00706;2309;2741;+
ASTE007866;scaffold_00069;798135;798814;+
ASTE007868;scaffold_00069;768530;769157;+
ASTE007815;scaffold_00010;3069487;3069564;-
ASTE007814;scaffold_00010;3061471;3061478;-
ASTE007834;scaffold_00010;3427605;3427677;+
ASTE007854;scaffold_00069;911996;912053;-
ASTE007853;scaffold_00069;913879;913936;-
ASTE007861;scaffold_00069;863749;863754;-
ASTE007859;scaffold_00069;894580;894649;-
ASTE007870;scaffold_00069;633379;633494;+
NA;NA;NA;NA;NA
ASTE007795;scaffold_00010;2982417;2982516;-
ASTE007792;scaffold_00010;2969393;2969471;+
ASTE007793;scaffold_00010;2976593;2976616;-
ASTE007799;scaffold_00010;2996044;2996213;-
ASTE007801;scaffold_00010;2999074;2999114;-
ASTE007803;scaffold_00010;3008351;3008728;-
ASTE007805;scaffold_00010;3013915;3013930;-
ASTE007807;scaffold_00010;3014432;3014499;+
ASTE007806;scaffold_00010;3014432;3014499;+
ASTE007790;scaffold_00010;2959291;2959448;-
ASTE007817;scaffold_00010;3074230;3074250;-
ASTE007812;scaffold_00010;3054241;3054243;+
ASTE007816;scaffold_00010;3072846;3072891;+
ASTE007821;scaffold_00010;3104132;3104727;+
ASTE007818;scaffold_00010;3075479;3075747;+
ASTE007809;scaffold_00010;3038272;3038765;-
ASTE007811;scaffold_00010;3052358;3052503;-
ASTE007826;scaffold_00010;3221903;3222129;+
ASTE007823;scaffold_00010;3197866;3197982;-
ASTE007825;scaffold_00010;3209306;3209334;+
ASTE007824;scaffold_00010;3204506;3204534;-
ASTE007827;scaffold_00010;3297082;3297294;+
ASTE007850;scaffold_00069;938462;938492;-
NA;NA;NA;NA;NA
ASTE007847;scaffold_00010;3480519;3480645;-
ASTE007841;scaffold_00010;3442285;3443224;+
ASTE007843;scaffold_00010;3459212;3459587;+
ASTE007852;scaffold_00069;919104;919417;+
ASTE007851;scaffold_00069;928978;929182;+
NA;NA;NA;NA;NA
ASTE007857;scaffold_00069;898756;898813;-
ASTE007858;scaffold_00069;897020;897077;-
NA;NA;NA;NA;NA
ASTE007862;scaffold_00069;844706;846076;-
ASTE007791;scaffold_00010;2962952;2963395;-
NA;NA;NA;NA;NA
ASTE007796;scaffold_00010;2983010;2983799;+
ASTE007798;scaffold_00010;2989221;2989329;+
ASTE007808;scaffold_00010;3018042;3018804;-
ASTE007819;scaffold_00010;3075479;3075747;+
ASTE007820;scaffold_00010;3103496;3103600;-
ASTE007822;scaffold_00010;3126688;3126822;-
ASTE007829;scaffold_00010;3334308;3334370;+
NA;NA;NA;NA;NA
ASTE007831;scaffold_00010;3334308;3334370;+
ASTE007828;scaffold_00010;3315378;3315402;+
ASTE007833;scaffold_00010;3408090;3408271;+
ASTE007839;scaffold_00010;3435899;3436156;-
ASTE007837;scaffold_00010;3431871;3431937;+
ASTE007838;scaffold_00010;3433420;3433492;+
ASTE007836;scaffold_00010;3430726;3430795;+
ASTE007844;scaffold_00010;3471058;3471131;-
ASTE007842;scaffold_00010;3454614;3454633;+
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE007863;scaffold_00069;831176;831224;+
NA;NA;NA;NA;NA
ASTE007865;scaffold_00069;798135;798814;+
ASTE007869;scaffold_00069;706376;706403;+
NA;NA;NA;NA;NA
ASTE014903;scaffold_00010;2986960;2987265;-
ASTE014902;scaffold_00010;2967750;2968331;-
ASTE014904;scaffold_00010;3056226;3056492;+
ASTE014905;scaffold_00010;3369525;3369855;+
ASTE014906;scaffold_00010;3441138;3441297;+
NA;NA;NA;NA;NA
ASTE002192;scaffold_00027;1588149;1588843;+
ASTE002196;scaffold_00027;1453956;1454131;-
ASTE002195;scaffold_00027;1453956;1454131;-
ASTE002199;scaffold_00027;1322224;1322286;+
ASTE002201;scaffold_00027;1213430;1213798;+
ASTE002207;scaffold_00027;1160918;1161103;-
ASTE002208;scaffold_00027;1080802;1080823;-
ASTE002218;scaffold_00027;958402;959709;+
ASTE002216;scaffold_00027;1009218;1009278;+
ASTE002187;scaffold_00027;1698519;1698524;-
ASTE002197;scaffold_00027;1399742;1399770;-
ASTE002190;scaffold_00027;1666709;1666726;-
ASTE002188;scaffold_00027;1685545;1685628;+
ASTE002189;scaffold_00027;1683976;1684108;-
ASTE002191;scaffold_00027;1625112;1625122;-
ASTE002194;scaffold_00027;1478618;1478820;+
ASTE002206;scaffold_00027;1168216;1168382;+
ASTE002202;scaffold_00027;1192982;1193170;-
ASTE002203;scaffold_00027;1185157;1185536;+
ASTE002213;scaffold_00027;1042389;1043491;+
ASTE002214;scaffold_00027;1035862;1036168;+
ASTE002215;scaffold_00027;1009218;1009278;+
ASTE002219;scaffold_00027;953449;953592;+
NA;NA;NA;NA;NA
ASTE015900;scaffold_00008;1115793;1116078;-
ASTE002221;scaffold_00027;941779;942009;+
ASTE002212;scaffold_00027;1045404;1045494;-
ASTE002222;scaffold_00027;930737;930897;+
ASTE002220;scaffold_00027;949218;949283;+
ASTE002211;scaffold_00027;1046001;1047005;+
ASTE002193;scaffold_00027;1478618;1478820;+
ASTE002198;scaffold_00027;1346856;1346979;-
ASTE002204;scaffold_00027;1185157;1185536;+
ASTE002205;scaffold_00027;1168216;1168382;+
ASTE002200;scaffold_00027;1230675;1230707;+
ASTE002217;scaffold_00027;972318;972396;-
ASTE015953;scaffold_00002;1519204;1520769;-
ASTE002210;scaffold_00027;1052234;1052249;-
ASTE014239;scaffold_00027;1496150;1496201;+
ASTE014240;scaffold_00027;1184082;1184167;+
ASTE014241;scaffold_00027;969266;969552;+
NA;NA;NA;NA;NA
ASTE008451;scaffold_00034;1142840;1142990;-
ASTE008459;scaffold_00034;1193495;1193832;+
ASTE008461;scaffold_00034;1204811;1204986;+
ASTE008449;scaffold_00034;1138573;1138731;-
ASTE008458;scaffold_00034;1193347;1193349;-
ASTE008460;scaffold_00034;1204063;1204233;-
ASTE008450;scaffold_00034;1139209;1139400;+
ASTE008452;scaffold_00034;1158330;1158398;+
ASTE008457;scaffold_00034;1188941;1189329;+
NA;NA;NA;NA;NA
ASTE008472;scaffold_00034;1257040;1257438;+
ASTE008468;scaffold_00034;1238810;1239097;+
ASTE008465;scaffold_00034;1223753;1223807;+
ASTE008470;scaffold_00034;1242170;1242365;+
ASTE008464;scaffold_00034;1222410;1222571;-
ASTE008469;scaffold_00034;1241633;1241806;-
ASTE008477;scaffold_00034;1354117;1355217;-
NA;NA;NA;NA;NA
ASTE015913;scaffold_00053;168289;168586;-
ASTE008488;scaffold_00034;1505216;1505344;+
ASTE008481;scaffold_00034;1420227;1420298;+
ASTE008484;scaffold_00034;1461202;1461598;+
ASTE008493;scaffold_00034;1600965;1601036;+
ASTE008501;scaffold_00034;1660784;1662243;-
ASTE008499;scaffold_00034;1656360;1656482;-
ASTE008500;scaffold_00034;1656978;1656995;+
ASTE008498;scaffold_00034;1650949;1650966;+
ASTE008506;scaffold_00034;1795561;1796228;+
ASTE008507;scaffold_00034;1802211;1802247;+
ASTE008503;scaffold_00034;1740223;1740303;+
NA;NA;NA;NA;NA
ASTE008515;scaffold_00036;1666609;1667322;+
ASTE008518;scaffold_00036;1644670;1644832;-
ASTE008473;scaffold_00034;1258604;1258778;+
ASTE008475;scaffold_00034;1279340;1279369;+
ASTE008474;scaffold_00034;1261432;1261470;+
ASTE008476;scaffold_00034;1291618;1291722;-
ASTE008479;scaffold_00034;1404220;1405504;-
ASTE008485;scaffold_00034;1476889;1476895;-
ASTE008486;scaffold_00034;1485603;1486366;+
ASTE008489;scaffold_00034;1531916;1532392;-
ASTE008492;scaffold_00034;1583414;1583908;-
NA;NA;NA;NA;NA
NA;NA;NA;NA;NA
ASTE008514;scaffold_00036;1668902;1668907;-
NA;NA;NA;NA;NA
ASTE008517;scaffold_01028;3371;3397;-
ASTE008454;scaffold_00034;1168803;1168877;-
ASTE008456;scaffold_00034;1177031;1177041;-
ASTE008463;scaffold_00034;1213668;1215512;+
ASTE008466;scaffold_00034;1235575;1235880;-
ASTE008478;scaffold_00034;1381544;1382346;+
ASTE008480;scaffold_00034;1418527;1419513;-
ASTE008483;scaffold_00034;1446369;1447807;-
ASTE008494;scaffold_00034;1604174;1605148;-
ASTE008490;scaffold_00034;1568553;1568732;-
ASTE008495;scaffold_00034;1626487;1627397;-
ASTE008505;scaffold_00034;1773703;1774575;-
ASTE008508;scaffold_00034;1811597;1811888;+
ASTE008512;scaffold_00036;1725768;1725915;-
ASTE008513;scaffold_00036;1685652;1685694;-
ASTE008516;scaffold_00036;1664573;1664881;-
ASTE008453;scaffold_00034;1163857;1163967;+
ASTE008455;scaffold_00034;1172594;1172912;-
ASTE008462;scaffold_00034;1210228;1210445;-
ASTE008467;scaffold_00034;1235575;1235880;-
ASTE008482;scaffold_00034;1446369;1447807;-
ASTE008491;scaffold_00034;1573875;1574106;+
ASTE008496;scaffold_00034;1629566;1630132;+
NA;NA;NA;NA;NA
ASTE008504;scaffold_00034;1763630;1764898;+
NA;NA;NA;NA;NA
ASTE008511;scaffold_00036;1733887;1734258;-
ASTE014960;scaffold_00034;1193495;1193832;+
NA;NA;NA;NA;NA
ASTE014962;scaffold_00034;1397429;1398264;-
ASTE014963;scaffold_00034;1415959;1416117;-
ASTE014964;scaffold_00034;1501441;1502014;-
ASTE014965;scaffold_00034;1599349;1599460;-
ASTE014966;scaffold_00034;1662851;1663031;+
ASTE011771;scaffold_00631;2991;4326;-
ASTE011802;scaffold_02038;1157;1672;+
NA;NA;NA;NA;NA
ASTE002390;scaffold_00016;251515;251748;+
ASTE002387;scaffold_00016;215626;215838;+
ASTE002388;scaffold_00016;230108;230369;+
ASTE002394;scaffold_00016;283230;283871;-
ASTE002398;scaffold_00016;349719;350623;-
ASTE002413;scaffold_00016;491411;492250;+
ASTE002424;scaffold_00016;718422;718628;+
ASTE002425;scaffold_00016;752926;753325;+
ASTE002436;scaffold_00016;921442;922557;+
ASTE002396;scaffold_00253;7559;8132;-
ASTE002395;scaffold_00016;305914;306005;-
ASTE002392;scaffold_00016;281781;281900;-
ASTE002408;scaffold_00016;472685;473761;-
ASTE002414;scaffold_00016;506691;506709;+
ASTE002417;scaffold_00016;585470;585592;-
ASTE002386;scaffold_00016;186189;186312;-
ASTE002389;scaffold_00016;230108;230369;+
ASTE002391;scaffold_00016;259903;259928;-
ASTE002400;scaffold_00016;391145;391264;+
ASTE002411;scaffold_00016;483202;483390;-
ASTE002404;scaffold_00016;440373;440418;-
ASTE002405;scaffold_00897;1721;1790;-
ASTE002402;scaffold_00016;427898;427933;+
NA;NA;NA;NA;NA
ASTE002410;scaffold_00016;475383;475517;+
ASTE002412;scaffold_00016;486474;486840;+
ASTE002418;scaffold_00016;665811;665908;-
ASTE002419;scaffold_00016;703139;703366;-
ASTE002420;scaffold_00016;704978;705514;+
ASTE002421;scaffold_00016;712902;712986;+
ASTE002429;scaffold_00016;851614;853323;-
ASTE002430;scaffold_00016;870231;870246;-
ASTE002427;scaffold_00016;815034;815810;-
ASTE002428;scaffold_00016;826847;827051;-
ASTE002431;scaffold_00016;880872;881070;-
ASTE002437;scaffold_00016;947929;948267;-
ASTE002426;scaffold_00016;800048;800290;+
NA;NA;NA;NA;NA
ASTE002433;scaffold_00016;899744;900010;+
ASTE002434;scaffold_00016;901619;902164;+
ASTE002393;scaffold_00016;281781;281900;-
ASTE002397;scaffold_00016;342836;343084;-
ASTE002399;scaffold_00016;391145;391264;+
ASTE002407;scaffold_00016;458252;460427;-
ASTE002409;scaffold_00016;474159;474461;+
ASTE002401;scaffold_00016;427139;427241;-
ASTE002403;scaffold_00016;435754;435772;-
ASTE002416;scaffold_00016;547185;547254;-
ASTE002415;scaffold_00016;530413;531256;+
ASTE002423;scaffold_00016;718422;718628;+
ASTE002422;scaffold_00016;712902;712986;+
ASTE002435;scaffold_00016;919130;919484;-
NA;NA;NA;NA;NA
ASTE014270;scaffold_00016;387535;387591;+
ASTE014269;scaffold_00016;385029;385105;-
ASTE014271;scaffold_00016;421900;422064;+
ASTE014273;scaffold_00016;483202;483390;-
ASTE014272;scaffold_00016;464034;464419;-
ASTE014274;scaffold_00016;565496;565607;-
ASTE014275;scaffold_00016;632152;632264;-
ASTE014276;scaffold_00016;703139;703366;-
ASTE014278;scaffold_00016;792277;792309;+
ASTE014277;scaffold_00016;704978;705514;+
ASTE014279;scaffold_00016;867962;868077;-
ASTE003965;scaffold_00026;1197205;1197684;-
ASTE003979;scaffold_00026;1146597;1147481;+
ASTE003992;scaffold_00026;1074032;1074676;+
ASTE003924;scaffold_00026;1991599;1991940;+
ASTE003988;scaffold_00026;1080441;1080938;+
ASTE003989;scaffold_00026;1080441;1080938;+
ASTE004005;scaffold_00026;772054;772068;-
ASTE004015;scaffold_00026;701276;701812;-
ASTE004023;scaffold_00406;8248;8460;-
ASTE004026;scaffold_00026;619252;619873;+
ASTE004034;scaffold_00026;544579;544794;+
ASTE004039;scaffold_00026;492250;493260;+
ASTE004041;scaffold_00026;481477;482661;+
ASTE004043;scaffold_00026;454566;454653;+
ASTE003920;scaffold_00026;2007318;2007622;+
ASTE004068;scaffold_00026;240357;241631;-
ASTE003951;scaffold_00026;1791877;1791980;+
ASTE003953;scaffold_00026;1761037;1762225;+
ASTE003960;scaffold_00026;1523024;1523281;+
ASTE003980;scaffold_00026;1145279;1145410;-
ASTE003968;scaffold_00026;1179810;1180022;+
ASTE003995;scaffold_00026;1044066;1045880;+
ASTE003929;scaffold_00026;1964657;1964814;-
ASTE003919;scaffold_00026;2019984;2023454;+
ASTE004001;scaffold_00026;882354;882502;-
ASTE004003;scaffold_00026;804131;807358;-
ASTE004017;scaffold_00026;683486;685453;-
ASTE004067;scaffold_00026;251203;251623;-
ASTE003958;scaffold_00026;1531944;1532129;-
NA;NA;NA;NA;NA
ASTE003918;scaffold_00026;2104503;2104539;+
ASTE003917;scaffold_00026;2110673;2110710;-
ASTE003973;scaffold_00026;1161708;1161888;+
ASTE003970;scaffold_00026;1164997;1165104;+
ASTE003977;scaffold_00026;1150430;1150437;+
ASTE003974;scaffold_00026;1160318;1160342;-
ASTE003976;scaffold_00026;1155903;1157975;-
ASTE003978;scaffold_00026;1148364;1149942;-
ASTE003997;scaffold_00026;1030489;1030494;+
ASTE003990;scaffold_00026;1076841;1077163;+
ASTE003991;scaffold_00026;1074032;1074676;+
ASTE003993;scaffold_00026;1067210;1067293;-
ASTE003994;scaffold_00026;1049553;1049933;-
ASTE003996;scaffold_00026;1038630;1039381;-
ASTE003998;scaffold_00026;1027764;1029671;-
ASTE003999;scaffold_00026;1016810;1019245;-
ASTE003931;scaffold_00026;1959196;1959255;-
ASTE003927;scaffold_00026;1968784;1968816;-
ASTE003928;scaffold_00026;1966440;1966576;-
ASTE003922;scaffold_00026;2000145;2000299;+
ASTE003921;scaffold_00026;2004921;2005089;-
ASTE003930;scaffold_00026;1959894;1960010;+
ASTE004010;scaffold_00026;745012;745101;+
ASTE004009;scaffold_00026;750488;750602;-
ASTE003932;scaffold_00026;1955000;1955002;+
ASTE004006;scaffold_00026;766289;767274;+
ASTE004007;scaffold_00026;759716;760062;-
ASTE004008;scaffold_00026;756623;757127;-
ASTE003923;scaffold_00026;1999484;1999565;-
ASTE003933;scaffold_00026;1943578;1943616;+
ASTE004018;scaffold_00026;680324;680377;-
ASTE004020;scaffold_00026;653624;654211;-
ASTE004011;scaffold_00026;730826;731099;+
ASTE004014;scaffold_00026;702461;702626;+
ASTE004016;scaffold_00026;689609;689998;+
ASTE004019;scaffold_00026;674348;674352;+
NA;NA;NA;NA;NA
ASTE004030;scaffold_00026;578988;579556;-
ASTE004024;scaffold_00406;2959;2968;+
ASTE004027;scaffold_00026;598053;598551;-
ASTE004035;scaffold_00026;541670;542029;-
ASTE004036;scaffold_00026;509239;509922;-
ASTE004042;scaffold_00026;468715;468965;+
ASTE004038;scaffold_00026;501247;501400;-
ASTE004040;scaffold_00026;490276;490278;-
ASTE004037;scaffold_00026;503870;503932;+
ASTE004050;scaffold_00026;400849;401158;+
ASTE004051;scaffold_00026;400849;401158;+
ASTE004044;scaffold_00026;445579;445587;-
ASTE004048;scaffold_00026;413051;413270;-
ASTE004049;scaffold_00026;411049;411223;-
ASTE004056;scaffold_00026;353478;354582;+
ASTE004059;scaffold_00026;342686;342943;-
ASTE004057;scaffold_00026;353478;354582;+
ASTE004060;scaffold_00026;326197;326202;-
ASTE004063;scaffold_00026;302406;302471;+
ASTE004070;scaffold_00026;224942;225166;+
ASTE004071;scaffold_00026;224942;225166;+
ASTE004061;scaffold_00026;314394;314426;-
ASTE004066;scaffold_00026;251203;251623;-
ASTE004065;scaffold_00026;299822;299881;-
ASTE003934;scaffold_00026;1941591;1941837;-
ASTE003936;scaffold_00026;1924992;1925032;-
ASTE003937;scaffold_00026;1912163;1913989;+
ASTE003943;scaffold_00026;1885285;1885425;+
ASTE003939;scaffold_00026;1903316;1903426;-
ASTE003940;scaffold_00026;1900578;1900709;-
ASTE003944;scaffold_00026;1884534;1884732;-
ASTE003948;scaffold_00026;1856308;1856310;+
ASTE003947;scaffold_00026;1856308;1856310;+
ASTE003949;scaffold_00026;1848643;1848660;+
ASTE003959;scaffold_00026;1523767;1523814;-
ASTE003957;scaffold_00026;1551393;1551406;+
ASTE003961;scaffold_00026;1499994;1500234;-
ASTE003916;scaffold_00026;2111854;2111967;+
